Batch,CREATED_DATE,PART_NUM,REEL_ID,LOT_CODE,DATE_CODE,Posting Date,Date Delta,VENDOR_CODE,MFG_PN
1,May-25,PLIC.000155,7002931681-2025-0001-0005,5135850CD5,2509,15/4/2025,31,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0005,GK424D3B/GK423A,2424/2423,10/4/2025,36,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0004,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0006,32N3750251,2444,11/3/2025,67,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0002-0008,5408DS08U,08.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931629-2025-0001-0005,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002931681-2025-0001-0005,5135850CD5,2509,15/4/2025,31,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0005,GK424D3B/GK423A,2424/2423,10/4/2025,36,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0004,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0006,32N3750251,2444,11/3/2025,67,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0005-0003,5417DS02U,17.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931629-2025-0001-0005,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,26,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871242-2025-0001-0010,32N3750250,2443,11/3/2025,71,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0005-0005,5417DS02U,17.04.2025,28/4/2025,23,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0011,5110513CSZ,2512,5/5/2025,16,0000501190,TEXAS INSTRUMENTS
1,May-25,PLASM4441_R09,7002966447-2025-0001-0003,3ANL,2448/2517,2/5/2025,19,0000500088,STMICROELECTRONICS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,26,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0003,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0009,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,26,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0005,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0007,5110512CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,26,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0003,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0009,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,26,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0005,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0007,5110512CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0008,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,37,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0001,5408DS08U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0007,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,37,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0006,5408DS07U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0027,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0008,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,37,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0001,5408DS08U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0011,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0004,GK423BE3/GK423A,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0005,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0007,5110512CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0008,5141866CD5,2511,28/4/2025,19,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002932605-2025-0001-0005,GK425DNQ V5 GK,2425,15/4/2025,32,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0006,5408DS07U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0027,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0005,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002932605-2025-0001-0006,GK425DNQ V5 GK,2425,15/4/2025,32,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0006,5408DS07U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0008,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002932605-2025-0001-0006,GK425DNQ V5 GK,2425,15/4/2025,32,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0006,5408DS07U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0008,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002932605-2025-0001-0006,GK425DNQ V5 GK,2425,15/4/2025,32,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0006,5408DS07U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0335,7002931578-2025-0001-0027,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002947324-2025-0001-0008,5125628CD5,2510,23/4/2025,24,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002932605-2025-0001-0006,GK425DNQ V5 GK,2425,15/4/2025,32,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002955759-2025-0001-0004,3AM4,2448/2516,25/4/2025,24,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0004,32N3750251,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0003-0001,5408DS08U,08.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0024,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0010,5141866CD5,2511,28/4/2025,18,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002927585-2025-0001-0008,GK5107N9 V5 GK,2510,11/4/2025,35,0000514099,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0001,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002872175-2025-0001-0018,32N4830079,2451,12/3/2025,66,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0001-0001,5408DS10U,08.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931557-2025-0001-0012,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0010,5141866CD5,2511,28/4/2025,18,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002927585-2025-0001-0008,GK5107N9 V5 GK,2510,11/4/2025,35,0000514099,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0004,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0005,32N3750251,2444,11/3/2025,67,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0005-0003,5417DS02U,17.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931629-2025-0001-0005,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002931681-2025-0001-0005,5135850CD5,2509,15/4/2025,31,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0005,GK424D3B/GK423A,2424/2423,10/4/2025,36,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0001,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002872175-2025-0001-0018,32N4830079,2451,12/3/2025,66,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002958000-2025-0001-0001,5408DS10U,08.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931557-2025-0001-0012,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0010,5141866CD5,2511,28/4/2025,18,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002927585-2025-0001-0008,GK5107N9 V5 GK,2510,11/4/2025,35,0000514099,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002952755-2025-0001-0004,3AM3,2449/2516,24/4/2025,23,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0006,32N3750251,2444,11/3/2025,67,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0005-0003,5417DS02U,17.04.2025,28/4/2025,19,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931629-2025-0001-0005,5100496CSZ,2511,15/4/2025,32,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0011,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLIC.000155,7002957980-2025-0001-0011,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0008,32N3750250,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0003,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0009,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0011,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0008,32N3750250,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0004,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0007,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0007,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,35,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,14,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0007,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0012,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0008,32N3750250,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0004,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0009,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0012,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0005,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0007,5110512CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0012,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002946946-2025-0001-0001,3AM2,2448/2516,22/4/2025,28,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0004,32N3750251,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0005,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0007,5110512CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0007,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0006,GK423ATD/GK423B,2423,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,35,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,14,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0004,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0012,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,35,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0026,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0004,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,35,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,69,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,21,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002931578-2025-0001-0026,5100496CSZ,2511,15/4/2025,34,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLIC.000155,7002957980-2025-0001-0004,5141866CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871278-2025-0001-0020,32N4350255,2444,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0001-0004,5417DS02U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0006,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0012,5157084CD5,2511,28/4/2025,21,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC0320,7002923984-2025-0001-0007,GK423BE3/GK424D,2423/2424,10/4/2025,39,0000503995,STMICROELECTRONICS
1,May-25,PLASM4441_R09,7002931173-2025-0001-0004,3AFO,2450/2515,14/4/2025,36,0000500088,STMICROELECTRONICS
1,May-25,PLCAP0277,7002871241-2025-0001-0008,32N3750250,2443,11/3/2025,70,0000520835,YAGEO
1,May-25,PLDIO0056_MC,7002957988-2025-0002-0004,5417DS01U,17.04.2025,28/4/2025,22,0000513002,PANJIT INTERNATIONAL
1,May-25,PLIC0335,7002969287-2025-0001-0009,5110513CSZ,2512,5/5/2025,15,0000501190,TEXAS INSTRUMENTS
1,May-25,PLIC.000155,7002957980-2025-0001-0004,5141866CD5,2511,28/4/2025,22,0000501190,TEXAS INSTRUMENTS
